AÑO,TRIMESTRE,PROVEEDOR,COD DEPARTAMENTO,DEPARTAMENTO,COD MUNICIPIO,MUNICIPIO,CABECERA MUNICIPAL,COD CENTRO POBLADO,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTUTA 4G,COBERTURA LTE,COBERTURA 5G
2021,2,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5649,SAN CARLOS,N,5649005,PUERTO GARZA,S,S,S,N,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,81,ARAUCA,81736,SARAVENA,S,81736000,SARAVENA,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52693,SAN PABLO,N,52693002,BRICEÑO,N,N,N,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23001,MONTERÍA,N,23001017,SAN ANTERITO,S,S,S,S,N,N
2021,4,PARTNERS TELECOM COLOMBIA SAS,52,NARIÑO,52287,FUNES,S,52287000,FUNES,N,S,S,N,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23672,SAN ANTERO,N,23672026,MIRIAM PARDO,S,S,N,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,50,META,50001,VILLAVICENCIO,N,50001027,NATURALIA,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5361,ITUANGO,N,5361004,PASCUITA,N,N,N,N,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23001,MONTERÍA,N,23001004,EL SABANAL,S,S,S,S,N,N
2021,3,PARTNERS TELECOM COLOMBIA SAS,52,NARIÑO,52885,YACUANQUER,S,52885000,YACUANQUER,N,S,S,N,N,N
2021,3,PARTNERS TELECOM COLOMBIA SAS,19,CAUCA,19585,PURACÉ,S,19585000,COCONUCO,N,S,S,N,N,N
2021,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,25394,LA PALMA,S,25394000,LA PALMA,N,N,N,N,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,91,AMAZONAS,91001,LETICIA,S,91001000,LETICIA,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5615,RIONEGRO,N,5615033,PARCELACIÓN AGUA LUNA DE ORIENTE,S,S,S,N,S,N
2021,3,COLOMBIA MOVIL  S.A ESP,17,CALDAS,17001,MANIZALES,N,17001010,ALTO TABLAZO,S,N,N,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70678,SAN BENITO ABAD,N,70678010,SANTIAGO APOSTOL,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73520,PALOCABILDO,N,73520001,ASTURIAS,N,N,N,N,N,N
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5129,CALDAS,S,5129001,CALDAS,S,S,S,N,S,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17446,MARULANDA,S,17446000,MARULANDA,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76233,DAGUA,N,76233033,PUEBLO NUEVO,N,N,N,N,N,N
2021,3,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,76400,LA UNIÓN,S,76400000,LA UNIÓN,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,8,ATLÁNTICO,8573,PUERTO COLOMBIA,N,8573003,SABANILLA (MONTE CARMELO),S,S,S,S,N,N
2021,2,AVANTEL S.A.S,47,MAGDALENA,47960,ZAPAYÁN,S,47960000,PUNTA DE PIEDRAS,S,S,S,N,N,N
2021,4,AVANTEL S.A.S,54,NORTE DE SANTANDER,54099,BOCHALEMA,S,54099000,BOCHALEMA,S,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20400,LA JAGUA DE IBIRICO,N,20400001,LAS PALMITAS,S,S,S,S,N,N
2021,3,AVANTEL S.A.S,25,CUNDINAMARCA,25781,SUTATAUSA,S,25781000,SUTATAUSA,S,S,S,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25040,ANOLAIMA,N,25040002,LA FLORIDA,S,S,N,N,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54,NORTE DE SANTANDER,54261,EL ZULIA,N,54261007,ASTILLEROS,S,N,N,N,N,N
2021,4,AVANTEL S.A.S,73,TOLIMA,73449,MELGAR,S,73449000,MELGAR,S,S,S,S,N,N
2021,1,AVANTEL S.A.S,68,SANTANDER,68780,SURATÁ,S,68780001,SURATÁ,N,N,N,N,N,N
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15537,PAZ DE RÍO,S,15537001,PAZ DE RÍO,S,S,N,N,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68092,BETULIA,N,68092010,LA PLAYA,S,S,S,S,N,N
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68229,CURITÍ,S,68229001,CURITÍ,S,S,S,N,N,N
2021,2,AVANTEL S.A.S,5,ANTIOQUIA,5001,MEDELLÍN,S,5001000,MEDELLÍN,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25740,SIBATÉ,N,25740014,SAN BENITO SECTOR JAZMÍN,N,S,N,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23300,COTORRA,N,23300007,VILLA NUEVA,S,S,S,S,N,N
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,47551,PIVIJAY,S,47551001,PIVIJAY,S,S,S,N,S,N
2021,3,AVANTEL S.A.S,25,CUNDINAMARCA,25815,TOCAIMA,S,25815000,TOCAIMA,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25873,VILLAPINZÓN,S,25873000,VILLAPINZÓN,S,S,S,S,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17272,FILADELFIA,S,17272000,FILADELFIA,S,S,S,S,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66594,QUINCHÍA,N,66594006,NARANJAL,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5036,ANGELÓPOLIS,N,5036001,LA ESTACIÓN,N,N,N,N,N,N
2021,1,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5631,SABANETA,S,5631001,SABANETA,S,S,S,N,S,N
2021,2,COLOMBIA MOVIL  S.A ESP,68,SANTANDER,68855,VALLE DE SAN JOSÉ,S,68855000,VALLE DE SAN JOSÉ,S,S,S,S,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,76520,PALMIRA,N,76520025,POTRERILLO,S,S,S,S,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,8,ATLÁNTICO,8638,SABANALARGA,N,8638001,AGUADA DE PABLO,S,S,S,S,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5895,ZARAGOZA,S,5895000,ZARAGOZA,S,S,S,S,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25175,CHÍA,N,25175006,RINCON DE FAGUA,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54003,ABREGO,S,54003000,ÁBREGO,S,S,S,S,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41551,PITALITO,N,41551002,GUACACALLO,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15047,AQUITANIA,N,15047012,PRIMAVERA,S,N,N,N,N,N
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,15,BOYACÁ,15798,TENZA,S,15798000,TENZA,N,S,S,N,N,N
2021,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,5,ANTIOQUIA,5837,TURBO,N,5837002,NUEVA COLONIA,N,N,N,N,N,N
2021,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,5,ANTIOQUIA,5615,RIONEGRO,S,5615001,RIONEGRO,N,N,N,N,S,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76892,YUMBO,N,76892013,DAPA EL RINCÓN,N,N,N,N,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15187,CHIVATÁ,S,15187000,CHIVATÁ,S,S,N,S,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23678,SAN CARLOS,N,23678005,REMEDIO POBRE,S,S,S,S,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25530,PARATEBUENO,N,25530002,SANTA CECILIA,S,S,S,S,N,N
2021,1,AVANTEL S.A.S,41,HUILA,41770,SUAZA,S,41770001,SUAZA,N,N,N,N,N,N
2021,1,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25181,CHOACHÍ,S,25181001,CHOACHÍ,S,S,S,N,S,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5091,BETANIA,S,5091000,BETANIA,S,S,S,S,N,N
2021,4,AVANTEL S.A.S,52,NARIÑO,52788,TANGUA,S,52788000,TANGUA,S,S,S,N,N,N
2021,1,AVANTEL S.A.S,70,SUCRE,70110,BUENAVISTA,S,70110001,BUENAVISTA,N,N,N,N,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20710,SAN ALBERTO,N,20710005,LÍBANO,S,N,N,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25175,CHÍA,N,25175020,PUEBLO FUERTE,S,S,S,S,N,N
2021,3,PARTNERS TELECOM COLOMBIA SAS,41,HUILA,41078,BARAYA,N,0,SIN CENTRO POBLADO,N,N,N,S,N,N
2021,2,PARTNERS TELECOM COLOMBIA SAS,25,CUNDINAMARCA,25288,FÚQUENE,S,25288000,FÚQUENE,N,S,S,N,N,N
2021,4,AVANTEL S.A.S,18,CAQUETA,18460,MILÁN,S,18460000,MILÁN,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19455,MIRANDA,N,19455010,GUATEMALA,N,N,N,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17001,MANIZALES,N,17001011,ALTO DEL NARANJO,S,S,S,N,N,N
2021,2,PARTNERS TELECOM COLOMBIA SAS,23,CÓRDOBA,23182,CHINÚ,S,23182000,CHINÚ,N,S,S,S,N,N
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,50,META,50226,CUMARAL,S,50226001,CUMARAL,S,S,S,N,S,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52411,LINARES,N,52411005,ARBOLEDAS,N,N,N,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73563,PRADO,N,73563004,MONTOSO,S,N,N,N,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,54,NORTE DE SANTANDER,54099,BOCHALEMA,S,54099000,BOCHALEMA,S,S,S,S,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25035,ANAPOIMA,N,25035002,SAN ANTONIO DE ANAPOIMA,N,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15491,NOBSA,S,15491001,NOBSA,S,S,S,N,S,N
2021,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,25524,PANDI,S,25524000,PANDI,N,N,N,N,N,N
2021,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,15,BOYACÁ,15114,BUSBANZÁ,S,15114000,BUSBANZÁ,N,N,N,N,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13248,EL GUAMO,S,13248000,EL GUAMO,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13442,MARÍA LA BAJA,N,13442009,EL MAJAGUA,N,N,N,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15238,DUITAMA,N,15238013,SANTA CLARA,S,S,N,N,S,N
2021,2,PARTNERS TELECOM COLOMBIA SAS,27,CHOCÓ,27413,LLORÓ,S,27413000,LLORÓ,N,S,S,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85300,SABANALARGA,N,85300001,AGUACLARA,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20787,TAMALAMEQUE,N,20787016,SITIO NUEVO,S,N,N,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5120,CÁCERES,N,5120010,PIAMONTE,S,S,S,N,N,N
2021,1,AVANTEL S.A.S,94,GUAINÍA,94001,INÍRIDA,S,94001001,INÍRIDA,N,N,N,N,S,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54385,LA ESPERANZA,N,54385005,EL TROPEZÓN,S,S,N,N,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5001,MEDELLÍN,N,5001004,SANTA ELENA,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68425,MACARAVITA,S,68425000,MACARAVITA,N,N,N,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52835,TUMACO - SAN ANDRES DE TUMACO,N,52835212,PUEBLO NUEVO(TABLON SALADO),N,N,N,N,N,N
2021,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,8,ATLÁNTICO,8675,SANTA LUCÍA,S,8675000,SANTA LUCÍA,S,S,N,S,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,63,QUINDÍO,63594,QUIMBAYA,S,63594000,QUIMBAYA,S,S,S,S,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23001,MONTERÍA,N,23001039,EL QUINCE,S,N,N,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25320,GUADUAS,N,25320003,PUERTO BOGOTÁ,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52835,TUMACO - SAN ANDRES DE TUMACO,N,52835071,EL CARMEN KM 36,N,N,N,N,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23855,VALENCIA,N,23855016,MANZANARES,S,S,S,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76122,CAICEDONIA,N,76122009,BARRAGÁN,S,N,N,N,N,N
2021,1,COLOMBIA MOVIL  S.A ESP,50,META,50573,PUERTO LÓPEZ,S,50573001,PUERTO LÓPEZ,S,S,S,N,S,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19450,MERCADERES,N,19450019,MOJARRAS,S,S,S,N,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5266,ENVIGADO,N,5266013,PARCELACIÓN FIORE CASAS DE CAMPO,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52480,NARIÑO,S,52480000,NARIÑO,S,S,S,S,N,N
2021,3,COLOMBIA MOVIL  S.A ESP,52,NARIÑO,52693,SAN PABLO,S,52693000,SAN PABLO,S,S,S,S,N,N
2021,2,PARTNERS TELECOM COLOMBIA SAS,13,BOLÍVAR,13744,SIMITÍ,N,13744000,SIMITÍ,N,N,N,S,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5086,BELMIRA,S,5086000,BELMIRA,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66001,PEREIRA,N,66001026,SAN VICENTE,S,S,S,S,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41378,LA ARGENTINA,N,41378002,EL PENSIL,S,N,N,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,N,13688007,CANELOS,S,S,N,N,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25799,TENJO,N,25799008,EL PALMAR,S,S,S,S,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,20,CESAR,20250,EL PASO,N,20250002,LA LOMA,S,S,S,N,N,N
2021,1,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5237,DONMATÍAS,S,5237001,DONMATÍAS,S,S,S,N,S,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,44847,URIBIA,N,44847035,WARPANA,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52885,YACUANQUER,N,52885006,MEJÍA,N,N,N,N,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,91,AMAZONAS,91263,EL ENCANTO,N,91263000,EL ENCANTO,S,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68498,OCAMONTE,S,68498000,OCAMONTE,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23001,MONTERÍA,N,23001066,LOS PANTANOS,S,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52287,FUNES,S,52287000,FUNES,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41001,NEIVA,N,41001012,VEGALARGA,S,N,N,N,N,N
2021,3,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25758,SOPÓ,S,25758000,SOPÓ,S,S,S,S,N,N
2021,4,AVANTEL S.A.S,68,SANTANDER,68344,HATO,S,68344000,HATO,S,S,S,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23672,SAN ANTERO,N,23672029,NARANJO 1,S,N,N,N,N,N
2021,3,AVANTEL S.A.S,50,META,50110,BARRANCA DE UPÍA,S,50110000,BARRANCA DE UPÍA,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,18205,CURILLO,N,18205002,NOVIA PUERTO VALDIVIA,N,N,N,N,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66318,GUÁTICA,S,66318000,GUÁTICA,S,S,S,S,N,N
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,20,CESAR,20228,CURUMANÍ,S,20228000,CURUMANÍ,S,S,S,N,N,N
2021,2,AVANTEL S.A.S,5,ANTIOQUIA,5400,LA UNIÓN,S,5400000,LA UNIÓN,S,S,S,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20175,CHIMICHAGUA,S,20175000,CHIMICHAGUA,S,S,S,S,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,47,MAGDALENA,47001,SANTA MARTA,N,47001001,BONDA,S,S,S,S,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15491,NOBSA,S,15491000,NOBSA,S,S,N,S,N,N
2021,2,COLOMBIA MOVIL  S.A ESP,23,CÓRDOBA,23001,MONTERÍA,N,23001004,EL SABANAL,S,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41001,NEIVA,N,41001001,CAGUÁN,S,S,S,S,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19455,MIRANDA,S,19455000,MIRANDA,S,S,S,S,N,N
2021,3,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25483,NARIÑO,S,25483000,NARIÑO,S,S,S,S,N,N
2021,3,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,13001,CARTAGENA,N,13001008,LA BOQUILLA,S,S,S,S,N,N
2021,3,PARTNERS TELECOM COLOMBIA SAS,25,CUNDINAMARCA,25297,GACHETÁ,S,25297000,GACHETÁ,N,S,S,N,N,N
2021,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,27,CHOCÓ,27073,BAGADÓ,S,27073000,BAGADÓ,N,N,N,N,N,N
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,13,BOLÍVAR,13894,ZAMBRANO,S,13894000,ZAMBRANO,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68081,BARRANCABERMEJA,N,68081027,LA FOREST,S,S,S,N,S,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15693,SANTA ROSA DE VITERBO,S,15693000,SANTA ROSA DE VITERBO,S,S,S,S,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13001,CARTAGENA,N,13001026,ARROYO DE LAS CANOAS,S,N,N,N,N,N
2021,4,AVANTEL S.A.S,5,ANTIOQUIA,5107,BRICEÑO,S,5107000,BRICEÑO,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15238,DUITAMA,N,15238015,PUEBLITO BOYACENCE,S,S,S,N,S,N
2021,2,PARTNERS TELECOM COLOMBIA SAS,99,VICHADA,99001,PUERTO CARREÑO,S,99001000,PUERTO CARREÑO,N,S,S,N,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5282,FREDONIA,N,5282005,MARSELLA,S,S,S,S,N,N
2021,2,AVANTEL S.A.S,50,META,50590,PUERTO RICO,S,50590000,PUERTO RICO,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54599,RAGONVALIA,S,54599001,RAGONVALIA,S,S,S,N,S,N
2021,2,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,76275,FLORIDA,S,76275000,FLORIDA,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15646,SAMACÁ,S,15646000,SAMACÁ,S,S,N,S,N,N
2021,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,5,ANTIOQUIA,5837,TURBO,N,5837001,CURRULAO,N,N,N,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68167,CHARALÁ,N,68167003,RIACHUELO,S,S,S,N,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5001,MEDELLÍN,N,5001004,SANTA ELENA,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19809,TIMBIQUÍ,N,19809011,BOCA DE PATÍA,N,N,N,N,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,52,NARIÑO,52110,BUESACO,S,52110000,BUESACO,S,S,S,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68615,RIONEGRO,N,68615017,VEINTE DE JULIO,S,S,N,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73217,COYAIMA,N,73217001,CASTILLA,S,N,N,N,N,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66001,PEREIRA,N,66001029,LA BANANERA,S,S,S,S,N,N
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68318,GUACA,S,68318000,GUACA,S,S,N,S,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,86,PUTUMAYO,86571,PUERTO GUZMÁN,S,86571000,PUERTO GUZMÁN,S,S,S,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25785,TABIO,N,25785002,EL PENCIL,S,S,S,S,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,27,CHOCÓ,27615,RIOSUCIO,N,0,SIN CENTRO POBLADO,N,N,N,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,44,LA GUAJIRA,44847,URIBIA,N,44847003,CABO DE LA VELA,N,S,N,N,N,N
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52001,PASTO,N,52001009,JONGOVITO,S,S,S,N,S,N
2021,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73585,PURIFICACIÓN,N,73585002,LOZANIA,S,N,N,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,81591,PUERTO RONDÓN,S,81591000,PUERTO RONDÓN,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68276,FLORIDABLANCA,N,68276020,KM 14,S,S,S,S,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25769,SUBACHOQUE,N,25769007,LLANITOS,S,S,N,S,N,N
2021,2,PARTNERS TELECOM COLOMBIA SAS,70,SUCRE,70523,PALMITO,N,0,EL SABANAL,N,N,N,S,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25572,PUERTO SALGAR,N,25572001,COLORADOS,S,N,N,N,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15839,TUTAZÁ,S,15839000,TUTAZÁ,S,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76246,EL CAIRO,S,76246000,EL CAIRO,S,S,S,S,N,N
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25815,TOCAIMA,S,25815000,TOCAIMA,S,S,S,S,N,N
2021,3,AVANTEL S.A.S,54,NORTE DE SANTANDER,54377,LABATECA,S,54377000,LABATECA,S,S,S,N,N,N
2021,4,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,13670,SAN PABLO,S,13670000,SAN PABLO,N,S,S,S,N,N
2021,3,AVANTEL S.A.S,50,META,50124,CABUYARO,S,50124000,CABUYARO,S,S,S,N,N,N
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52480,NARIÑO,S,52480000,NARIÑO,S,S,S,S,N,N
2021,4,PARTNERS TELECOM COLOMBIA SAS,54,NORTE DE SANTANDER,54720,SARDINATA,S,54720000,SARDINATA,N,S,S,S,N,N
2021,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73226,CUNDAY,N,73226004,VALENCIA,S,S,S,N,N,N
2021,1,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5234,DABEIBA,N,5234014,EL BOTÓN,N,N,N,N,N,N
2021,4,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47980,ZONA BANANERA,N,47980007,SANTA ROSALIA,S,S,S,N,N,N
