AÑO,TRIMESTRE,PROVEEDOR,COD DEPARTAMENTO,DEPARTAMENTO,COD MUNICIPIO,MUNICIPIO,CABECERA MUNICIPAL,COD CENTRO POBLADO,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTUTA 4G,COBERTURA LTE,COBERTURA 5G
2020,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,52,NARIÑO,52838,TÚQUERRES,S,52838001,TÚQUERRES,N,N,N,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,44,LA GUAJIRA,44001,RIOHACHA,S,44001001,RIOHACHA,S,S,N,N,S,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41770,SUAZA,S,41770001,SUAZA,S,S,S,N,S,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68755,SOCORRO,N,68755002,BERLÍN,S,S,S,N,S,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5411,LIBORINA,N,5411004,SAN DIEGO (PLACITA),S,S,S,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5264,ENTRERRIOS,S,5264001,ENTRERRIOS,S,S,S,N,S,N
2020,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73686,SANTA ISABEL,S,73686001,SANTA ISABEL,S,S,N,N,N,N
2020,3,AVANTEL S.A.S,50,META,50223,SAN LUIS DE CUBARRAL,S,50223001,SAN LUIS DE CUBARRAL,N,N,N,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25368,JERUSALÉN,S,25368001,JERUSALÉN,S,S,S,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5361,ITUANGO,N,5361007,SANTA RITA,S,S,S,N,S,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5490,NECOCLÍ,N,5490003,PUEBLO NUEVO,N,S,S,N,S,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,63,QUINDÍO,63190,CIRCASIA,N,63190016,CONDOMINIO LOS ABEDULES Y YARUMOS I,S,S,S,N,S,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13430,MAGANGUÉ,N,13430001,BARBOSA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66001,PEREIRA,N,0,TRES PUERTAS,S,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5895,ZARAGOZA,N,5895011,LA CALIENTE,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27073,BAGADÓ,N,27073015,OCHOA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73547,PIEDRAS,N,73547003,GUATAQUISITO,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23162,CERETÉ,N,23162012,SAN ANTONIO,S,S,S,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73585,PURIFICACIÓN,N,73585015,BUENAVISTA,S,S,N,N,N,N
2020,1,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5837,TURBO,N,5837008,RIOGRANDE,S,N,N,N,N,N
2020,3,COLOMBIA MOVIL  S.A ESP,20,CESAR,20750,SAN DIEGO,S,20750001,SAN DIEGO,S,S,S,N,S,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54405,LOS PATIOS,N,54405008,LAGOS DE PALUJAN,S,S,S,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,86568,PUERTO ASÍS,N,86568027,LA LIBERTAD,N,N,N,N,N,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5380,LA ESTRELLA,S,5380001,LA ESTRELLA,S,S,N,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,50,META,50590,PUERTO RICO,N,50590007,LA TIGRA,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,95,GUAVIARE,95025,EL RETORNO,N,95025001,LA LIBERTAD,S,S,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,50,META,50577,PUERTO LLERAS,N,50577005,VILLA LAPAZ,S,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,91,AMAZONAS,91001,LETICIA,N,91001034,COMUNIDAD INDIGENA SAN JUAN DE LOS PARENTES,N,N,N,N,N,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25740,SIBATÉ,S,25740001,SIBATÉ,S,S,N,N,S,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5001,MEDELLÍN,N,5001033,URQUITA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27050,ATRATO,N,27050009,PUENTE DE TANANDÓ,N,N,N,N,N,N
2020,1,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5150,CAROLINA,S,5150001,CAROLINA,S,S,S,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52788,TANGUA,S,52788001,TANGUA,S,S,S,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,95,GUAVIARE,95025,EL RETORNO,S,95025001,EL RETORNO,S,S,S,N,S,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,50,META,50568,PUERTO GAITÁN,N,50568007,PUENTE ARIMENA,S,S,N,N,N,N
2020,1,AVANTEL S.A.S,68,SANTANDER,68152,CARCASÍ,S,68152001,CARCASÍ,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27745,SIPÍ,N,0,BARRANCON,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13744,SIMITÍ,N,13744011,MONTERREY,S,S,S,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,44001,RIOHACHA,N,44001024,LOS MORENEROS,N,N,N,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,41,HUILA,41016,AIPE,S,41016001,AIPE,S,S,S,N,S,N
2020,4,COLOMBIA MOVIL  S.A ESP,68,SANTANDER,68081,BARRANCABERMEJA,S,68081001,BARRANCABERMEJA,S,S,S,N,S,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13549,PINILLOS,N,13549024,LA VICTORIA,N,N,N,N,N,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20013,AGUSTÍN CODAZZI,N,0,SAN JACINTO,N,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19532,PATÍA,N,19532006,LA MESA,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20001,VALLEDUPAR,N,20001045,PONTÓN,S,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23807,TIERRALTA,N,23807044,VIRGILIO VARGAS,S,S,S,N,S,N
2020,4,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5002,ABEJORRAL,S,5002001,ABEJORRAL,S,S,S,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,81794,TAME,N,81794015,PUENTA TABLA,S,S,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41013,AGRADO,N,41013001,LA CAÑADA,S,S,S,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,81,ARAUCA,81794,TAME,S,81794001,TAME,S,S,N,N,S,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76520,PALMIRA,N,76520011,COMBIA,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27025,ALTO BAUDÓ,N,0,BELLA VISTA,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,N,13244017,SANTO DOMINGO DE MEZA,S,S,S,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73449,MELGAR,S,73449001,MELGAR,S,S,S,N,S,N
2020,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,70,SUCRE,70708,SAN MARCOS,S,70708001,SAN MARCOS,N,N,N,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19473,MORALES,N,19473009,SAN ISIDRO,N,N,N,N,N,N
2020,3,AVANTEL S.A.S,23,CÓRDOBA,23555,PLANETA RICA,S,23555001,PLANETA RICA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85325,SAN LUIS DE PALENQUE,N,0,LA VENTUROSA,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70001,SINCELEJO,N,70001020,POLICARPA,S,S,S,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20710,SAN ALBERTO,N,20710005,LÍBANO,S,S,S,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23466,MONTELÍBANO,S,23466001,MONTELÍBANO,S,S,S,N,S,N
2020,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,19,CAUCA,19845,VILLA RICA,S,19845001,VILLA RICA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23686,SAN PELAYO,N,23686021,EL OBLIGADO,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,86757,SAN MIGUEL,N,86757051,LOS UVOS,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15806,TIBASOSA,N,15806002,EL PARAÍSO,S,S,N,N,S,N
2020,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,5,ANTIOQUIA,5697,EL SANTUARIO,S,5697001,EL SANTUARIO,N,N,N,N,S,N
2020,4,AVANTEL S.A.S,52,NARIÑO,52019,ALBÁN,S,52019001,ALBÁN,N,N,N,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25126,CAJICÁ,S,25126001,CAJICÁ,S,S,S,N,S,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,N,27250042,LAS DELICIAS,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25377,LA CALERA,N,25377003,EL SALITRE,S,S,N,N,S,N
2020,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,5,ANTIOQUIA,5318,GUARNE,S,5318001,GUARNE,N,N,N,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23464,MOMIL,N,23464003,TREMENTINO,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68780,SURATÁ,N,68780008,TURBAY,S,S,S,N,N,N
2020,4,AVANTEL S.A.S,18,CAQUETA,18150,CARTAGENA DEL CHAIRÁ,S,18150001,CARTAGENA DEL CHAIRÁ,N,N,N,N,N,N
2020,1,COLOMBIA MOVIL  S.A ESP,70,SUCRE,70001,SINCELEJO,N,70001007,LA GALLERA,S,S,S,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76130,CANDELARIA,N,76130011,MADREVIEJA,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41013,AGRADO,N,41013001,LA CAÑADA,S,S,S,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41551,PITALITO,N,41551015,LOS ARRAYANES,N,N,N,N,N,N
2020,3,AVANTEL S.A.S,5,ANTIOQUIA,5364,JARDÍN,S,5364001,JARDÍN,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25200,COGUA,N,25200008,EL CASCAJAL,S,S,N,N,S,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85230,OROCUÉ,N,85230012,DUYA (RESGUARDO),S,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13440,MARGARITA,N,13440004,CHILLOA,S,S,S,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73563,PRADO,S,73563001,PRADO,S,S,S,N,S,N
2020,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,50,META,50689,SAN MARTÍN,S,50689001,SAN MARTÍN,N,N,N,N,S,N
2020,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25377,LA CALERA,S,25377001,LA CALERA,S,S,N,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41396,LA PLATA,N,41396009,GALLEGO,S,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73001,IBAGUÉ,N,73001039,CHUCUNÍ,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66440,MARSELLA,N,66440001,ALTO CAUCA,S,S,S,N,S,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15466,MONGUÍ,S,15466001,MONGUÍ,S,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20001,VALLEDUPAR,N,20001045,PONTÓN,S,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15761,SOMONDOCO,S,15761001,SOMONDOCO,S,S,S,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25718,SASAIMA,N,25718002,SANTA CRUZ,S,S,N,N,S,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68077,BARBOSA,S,68077001,BARBOSA,S,S,S,N,S,N
2020,3,COLOMBIA MOVIL  S.A ESP,15,BOYACÁ,15176,CHIQUINQUIRÁ,S,15176001,CHIQUINQUIRÁ,S,S,S,N,S,N
2020,2,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5318,GUARNE,S,5318001,GUARNE,S,S,S,N,S,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52885,YACUANQUER,N,0,SAN FELIPE,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52022,ALDANA,N,52022001,PAMBA ROSA,N,N,N,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15755,SOCOTÁ,S,15755001,SOCOTÁ,N,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13006,ACHÍ,N,13006030,CENTRO ALEGRE,S,S,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13894,ZAMBRANO,S,13894001,ZAMBRANO,S,S,S,N,S,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27006,ACANDÍ,N,27006005,LA CALETA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25175,CHÍA,N,0,RINCÓN SANTO,N,N,N,N,N,N
2020,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,5,ANTIOQUIA,5761,SOPETRÁN,S,5761001,SOPETRÁN,N,N,N,N,S,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27450,MEDIO SAN JUAN,N,0,SAN MIGUEL,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20710,SAN ALBERTO,N,20710001,LA LLANA,N,N,N,N,N,N
2020,3,AVANTEL S.A.S,23,CÓRDOBA,23574,PUERTO ESCONDIDO,S,23574001,PUERTO ESCONDIDO,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,86219,COLÓN,N,86219001,SAN PEDRO,S,N,N,N,N,N
2020,4,AVANTEL S.A.S,91,AMAZONAS,91263,EL ENCANTO,S,91263001,EL ENCANTO,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,N,27135005,GUAPANDÓ,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27025,ALTO BAUDÓ,N,27025030,AMPARRAIDA(SANTA RITA),N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70400,LA UNIÓN,N,70400007,CONQUITOS,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52390,LA TOLA,N,52390014,BAJO PALOMINO,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76130,CANDELARIA,N,76130005,EL LAURO,N,N,N,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68147,CAPITANEJO,S,68147001,CAPITANEJO,N,S,S,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76130,CANDELARIA,N,76130001,BUCHITOLO,N,N,N,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76834,TULUÁ,N,76834015,MONTELORO,S,S,S,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73236,DOLORES,S,73236001,DOLORES,S,S,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19256,EL TAMBO,N,0,PUERTA LLAVE,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5266,ENVIGADO,N,5266006,EL CHINGUI  2,S,S,S,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27025,ALTO BAUDÓ,N,27025008,SANTA CATALINA DE CATRU,S,N,N,N,N,N
2020,2,AVANTEL S.A.S,54,NORTE DE SANTANDER,54051,ARBOLEDAS,S,54051001,ARBOLEDAS,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23855,VALENCIA,N,23855017,SAN RAFAEL,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,N,86865014,LA CONCORDIA,N,N,N,N,N,N
2020,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25181,CHOACHÍ,S,25181001,CHOACHÍ,S,S,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54720,SARDINATA,N,0,EL RIECITO,N,N,N,N,N,N
2020,3,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5670,SAN ROQUE,S,5670001,SAN ROQUE,S,S,S,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,86571,PUERTO GUZMÁN,N,86571008,PUERTO ROSARIO,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20175,CHIMICHAGUA,N,20175021,SABANAS DE JUAN MARCOS,S,S,S,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,N,25899030,EL KIOSKO LA GRANJA,S,S,N,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17433,MANZANARES,S,17433001,MANZANARES,S,S,S,N,S,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76890,YOTOCO,N,76890004,RAYITO - LA NEGRA,N,N,N,N,N,N
2020,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,76,VALLE DEL CAUCA,76233,DAGUA,N,76233017,LOBO GUERRERO,N,N,N,N,N,N
2020,2,AVANTEL S.A.S,68,SANTANDER,68327,GÜEPSA,S,68327001,GÜEPSA,N,N,N,N,N,N
2020,1,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25317,GUACHETÁ,S,25317001,GUACHETÁ,S,S,S,N,S,N
2020,2,AVANTEL S.A.S,19,CAUCA,19450,MERCADERES,S,19450001,MERCADERES,N,N,N,N,N,N
2020,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,68,SANTANDER,68081,BARRANCABERMEJA,S,68081001,BARRANCABERMEJA,N,N,N,N,S,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25772,SUESCA,N,25772001,HATO GRANDE,S,S,N,N,N,N
2020,3,AVANTEL S.A.S,81,ARAUCA,81736,SARAVENA,S,81736001,SARAVENA,S,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5147,CAREPA,N,5147005,ZUNGO EMBARCADERO - 11 DE NOVIEMBRE,N,N,N,N,N,N
2020,1,AVANTEL S.A.S,73,TOLIMA,73770,SUÁREZ,S,73770001,SUÁREZ,S,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25295,GACHANCIPÁ,N,25295005,EL ROBLE SUR,S,S,N,N,S,N
2020,4,AVANTEL S.A.S,47,MAGDALENA,47030,ALGARROBO,S,47030001,ALGARROBO,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68190,CIMITARRA,N,68190003,PUERTO OLAYA,S,S,S,N,S,N
2020,2,AVANTEL S.A.S,5,ANTIOQUIA,5631,SABANETA,S,5631001,SABANETA,S,N,N,N,S,N
2020,4,AVANTEL S.A.S,5,ANTIOQUIA,5411,LIBORINA,S,5411001,LIBORINA,N,N,N,N,N,N
2020,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,73,TOLIMA,73449,MELGAR,S,73449001,MELGAR,N,N,N,N,S,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25126,CAJICÁ,N,25126003,RINCÓN SANTO,S,S,N,N,S,N
2020,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,23,CÓRDOBA,23660,SAHAGÚN,N,23660008,LA YE,N,N,N,N,N,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20013,AGUSTÍN CODAZZI,S,20013001,AGUSTÍN CODAZZI,S,S,N,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20175,CHIMICHAGUA,N,20175041,NUEVA VICTORIA,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52405,LEIVA,N,52405001,EL PALMAR,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5051,ARBOLETES,N,5051010,LAS PLATAS (SANTAFÉ),N,N,N,N,N,N
2020,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5631,SABANETA,N,5631007,LA INMACULADA,S,S,N,N,S,N
2020,2,AVANTEL S.A.S,73,TOLIMA,73352,ICONONZO,S,73352001,ICONONZO,S,N,N,N,N,N
2020,2,AVANTEL S.A.S,15,BOYACÁ,15480,MUZO,S,15480001,MUZO,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47001,SANTA MARTA,N,47001043,SAN TROPEL,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70215,COROZAL,N,70215001,CANTAGALLO,S,S,S,N,S,N
2020,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,47001,SANTA MARTA,N,47001010,TAGANGA,S,S,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27787,TADÓ,N,27787002,CARMELO,N,N,N,N,N,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15664,SAN JOSÉ DE PARE,S,15664001,SAN JOSÉ DE PARE,S,S,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19455,MIRANDA,N,19455005,ORTIGAL,N,N,N,N,N,N
2020,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,47,MAGDALENA,47980,ZONA BANANERA,N,47980003,LA GRAN VÍA,N,N,N,N,S,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13580,REGIDOR,N,13580007,SANTA TERESA,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,18029,ALBANIA,N,18029004,VERSALLES,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17442,MARMATO,N,17442013,EL GUAYABITO,S,S,S,N,S,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47570,PUEBLOVIEJO,N,47570004,TASAJERA,S,S,S,N,N,N
2020,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,15,BOYACÁ,15599,RAMIRIQUÍ,S,15599001,RAMIRIQUÍ,N,N,N,N,N,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5400,LA UNIÓN,S,5400001,LA UNIÓN,S,S,N,N,S,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,99,VICHADA,99773,CUMARIBO,N,99773008,GUANAPE,N,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41551,PITALITO,N,41551009,CHARGUAYACO,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5895,ZARAGOZA,N,5895010,EL CRISTO,S,S,S,N,S,N
2020,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,19075,BALBOA,N,19075003,SAN ALFONSO,S,S,N,N,N,N
2020,4,AVANTEL S.A.S,76,VALLE DEL CAUCA,76890,YOTOCO,S,76890001,YOTOCO,S,N,N,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,19821,TORIBIO,N,19821005,SAN FRANCISCO,S,N,N,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,N,5686001,ARAGÓN,S,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54385,LA ESPERANZA,N,54385003,PUEBLO NUEVO,S,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76130,CANDELARIA,N,76130039,SAN ANDRESITO,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25885,YACOPÍ,N,25885002,GUADUALITO,S,S,N,N,N,N
